squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,category,priceClass
15415,80,0,1,84,46895,7,10,2007,0,1,1439,6116,410,1,2,Basic,very_low
43552,51,0,0,70,14069,7,5,2021,0,0,8136,590,591,1,7,Basic,medium
30645,87,0,1,28,65853,7,9,2011,0,1,7360,8340,674,0,7,Basic,low
99532,17,0,0,62,79254,3,6,1993,1,0,3158,7404,501,0,5,Basic,very_high
67226,25,1,0,73,49694,7,9,2015,0,0,3250,8704,826,0,8,Basic,high
3649,84,1,1,73,88084,9,2,2003,0,0,5011,7119,814,0,10,Basic,very_low
91967,44,0,0,44,97804,8,5,1998,0,1,6259,2785,513,1,7,Basic,very_high
90417,13,0,0,88,2994,5,2,1996,0,0,301,6134,771,0,0,Basic,very_high
63533,57,1,0,11,91845,4,5,1996,1,0,205,2376,222,1,2,Basic,high
82280,33,0,1,89,44585,1,1,2019,1,0,8129,4922,349,0,7,Basic,very_high
19911,8,1,1,22,14792,9,4,2016,0,1,5802,6327,623,0,8,Basic,very_low
96347,68,0,1,55,87676,1,6,2018,1,1,9802,3929,682,1,9,Basic,very_high
7141,29,1,0,83,36744,1,7,2009,1,1,2878,6963,778,0,9,Basic,very_low
43020,3,0,1,75,35526,2,9,2012,0,1,2367,322,946,1,2,Basic,medium
70630,24,1,1,99,69241,10,7,2012,0,0,2449,2510,278,1,1,Basic,high
45016,9,0,0,75,84708,2,3,1994,1,1,2134,1180,148,1,3,Basic,medium
33779,69,1,1,46,93149,2,6,2009,0,1,6656,1594,881,1,6,Basic,low
8931,100,1,1,44,52719,9,8,1997,0,0,2495,4787,530,1,7,Basic,very_low
63026,19,1,1,7,43079,9,4,2004,1,0,349,361,872,0,9,Luxury,high
75296,30,1,0,76,91673,2,1,2015,0,1,7837,4496,422,1,9,Basic,high
85659,57,0,0,17,28116,3,10,2015,1,1,8825,4435,743,1,7,Basic,very_high
97020,26,1,1,46,51903,1,4,2017,1,1,5305,775,135,0,4,Luxury,very_high
60899,79,1,1,64,89739,6,7,2004,0,0,3350,4101,735,1,1,Basic,high
78254,61,0,0,71,94729,3,9,1990,0,1,6303,2241,422,0,2,Basic,high
53454,44,1,1,89,2587,5,3,2021,1,1,5328,7061,826,0,2,Luxury,medium
85375,3,0,0,32,2021,9,6,2014,1,1,680,2046,634,1,4,Basic,very_high
24839,52,1,0,76,50423,3,4,1994,1,0,7365,6581,766,1,10,Basic,low
74893,14,0,0,37,67654,2,6,2015,1,1,4325,5764,195,0,7,Basic,high
80439,77,0,0,89,77584,1,7,2009,1,0,7325,6006,606,0,2,Basic,very_high
1702,55,1,0,17,28605,10,7,2018,1,1,2647,7509,550,0,8,Basic,very_low
25966,37,1,1,17,22818,3,1,2016,0,0,8257,2557,162,0,6,Basic,low
14823,44,0,0,65,41581,10,4,1993,1,0,8095,6429,283,0,1,Basic,very_low
69919,54,0,1,49,34026,9,1,2016,0,1,9331,790,500,0,4,Basic,high
20311,23,1,1,87,59363,10,1,2017,0,1,1558,2913,931,0,7,Basic,low
10540,64,1,1,2,50820,5,1,1998,0,0,2045,7509,952,0,5,Basic,very_low
75985,5,0,1,68,90127,3,10,1994,0,0,6106,8760,884,1,0,Basic,high
59302,85,1,1,31,10324,4,5,2007,1,0,4968,6928,826,1,7,Luxury,medium
72798,22,1,1,30,61212,9,3,2007,0,0,2209,2120,637,0,7,Basic,high
50844,99,0,1,83,76381,4,2,1995,1,1,7366,9496,706,1,3,Basic,medium
69623,69,0,0,54,12448,3,7,2007,0,0,2459,9314,471,1,2,Basic,high
36871,80,0,1,71,83409,2,4,2005,1,1,7399,3115,507,1,0,Basic,low
91334,54,1,0,97,79832,9,4,1997,0,1,1841,5309,768,0,3,Basic,very_high
10168,25,0,0,11,72876,2,10,2020,0,0,3695,2162,794,1,3,Basic,very_low
77021,24,1,1,27,77572,4,4,1990,1,1,5405,1551,131,1,4,Luxury,high
71567,70,0,1,94,64245,10,8,1992,0,0,5968,1718,985,0,4,Basic,high
41440,40,0,1,22,17363,9,8,1998,1,0,2056,9647,870,1,3,Basic,medium
64602,77,1,0,65,23521,5,5,1996,0,1,2656,2980,434,1,6,Basic,high
87627,33,0,1,89,38054,7,9,1999,0,1,2149,2956,146,1,4,Basic,very_high
66263,51,0,1,4,28641,1,7,2020,0,0,9244,7982,371,1,8,Basic,high
35562,80,0,1,58,35855,3,6,2001,0,0,6235,5507,800,1,7,Basic,low
73717,72,1,1,39,93032,3,9,2017,1,1,2569,3531,449,0,9,Luxury,high
92811,3,0,1,91,55214,5,5,2014,0,1,6492,3673,396,1,0,Basic,very_high
73073,66,0,1,54,67669,10,8,2003,0,0,5066,8623,305,0,0,Basic,high
58280,19,1,1,12,20278,8,8,2019,0,0,696,786,880,1,4,Basic,medium
82707,79,1,1,25,50409,9,8,2011,0,0,140,8269,329,1,2,Basic,very_high
98032,81,1,1,41,82943,9,5,1999,0,0,2870,4546,424,0,10,Basic,very_high
44561,8,0,0,72,89056,5,6,2002,1,1,1783,9281,774,1,5,Basic,medium
35652,48,0,0,33,75797,9,3,1996,1,0,9009,181,716,0,4,Basic,low
2726,83,1,1,37,29197,3,6,2008,0,0,5909,232,251,0,1,Basic,very_low
96943,81,0,1,68,49152,6,9,2012,0,0,8094,501,600,1,8,Basic,very_high
94294,38,1,1,30,74452,5,9,2004,1,0,8222,3672,684,1,3,Luxury,very_high
96526,36,1,1,34,61875,5,2,2020,0,1,2131,710,680,1,0,Basic,very_high
58528,1,0,1,50,79667,1,1,2000,0,0,1886,372,444,0,9,Basic,medium
13560,1,1,0,17,85418,4,3,2001,1,0,7736,3841,296,1,1,Basic,very_low
82928,1,1,0,70,53056,3,10,2007,1,1,489,4502,427,1,8,Basic,very_high
47831,53,1,0,6,87835,4,10,2012,1,0,2538,6505,976,1,10,Basic,medium
16336,76,0,1,11,28105,1,8,2008,1,0,9709,1219,415,0,1,Basic,very_low
7438,70,1,1,20,32310,10,3,2003,1,1,7412,9673,921,0,2,Luxury,very_low
22714,17,0,0,48,99772,9,2,2009,1,1,6891,6202,439,1,1,Basic,low
48032,91,0,1,45,61981,10,9,2016,0,1,2287,5310,381,1,1,Basic,medium
92617,79,1,1,71,69446,8,7,2011,0,0,7412,1684,711,0,10,Basic,very_high
82614,37,1,0,60,69829,5,1,2002,1,1,58,4179,875,0,1,Basic,very_high
16063,60,0,0,97,60433,8,8,2016,1,0,7658,532,716,1,5,Basic,very_low
6284,3,1,0,21,57434,6,4,2016,0,1,1898,8827,768,0,0,Basic,very_low
75066,25,1,1,79,5708,1,6,2021,0,1,1780,9494,686,1,0,Basic,high
51457,64,0,1,32,68294,3,10,2016,0,0,3016,1891,633,1,4,Basic,medium
69594,47,0,0,58,5834,5,3,2021,0,1,6899,128,215,0,5,Basic,high
19649,11,0,1,83,87255,4,4,1999,1,0,595,6282,795,1,2,Basic,very_low
90700,80,1,1,78,4359,6,9,2006,1,1,3926,3187,396,1,6,Luxury,very_high
85421,62,0,0,23,93585,9,3,2006,1,0,1226,9662,206,1,5,Basic,very_high
86204,84,0,1,8,13616,2,3,2021,1,1,4686,4319,786,0,0,Basic,very_high
99104,77,1,1,64,17030,8,2,2001,1,1,8965,8063,327,1,5,Luxury,very_high
84077,3,1,0,15,16401,4,5,1997,0,1,7329,2890,323,0,4,Basic,very_high
18726,53,1,0,69,90586,2,1,2019,0,1,7773,6219,223,1,9,Basic,very_low
1407,44,0,1,19,77721,8,3,1995,1,0,3231,9485,757,0,0,Basic,very_low
5263,64,1,0,25,12196,1,3,2014,1,1,2881,1324,659,1,9,Basic,very_low
31802,100,0,0,80,6094,7,3,1990,0,1,3049,6665,476,1,10,Basic,low
57970,2,1,1,53,59184,5,6,2013,0,0,2019,7550,512,1,5,Basic,medium
95690,10,0,1,65,3769,9,5,2021,0,1,4741,1680,136,0,1,Basic,very_high
50938,33,1,1,49,82322,1,5,1994,1,0,5170,1660,731,1,6,Luxury,medium
49183,71,0,1,31,81251,9,2,2015,1,0,345,871,101,1,2,Basic,medium
77280,49,0,1,8,36165,1,3,2009,1,1,5583,4466,444,1,5,Basic,high
50650,47,1,1,25,75402,8,6,2015,0,0,5656,9164,294,0,1,Basic,medium
41661,26,0,1,58,76192,3,6,2008,0,1,6948,390,726,1,4,Basic,medium
32510,63,0,0,54,67856,1,8,2001,0,1,5674,9928,216,1,1,Basic,low
40465,85,0,0,100,6023,4,9,2004,0,0,6327,1053,403,1,0,Basic,medium
56223,1,1,0,73,85113,10,4,1993,1,0,4302,1928,115,0,1,Basic,medium
47312,47,0,0,52,82154,4,10,2002,1,1,2161,1181,502,0,6,Basic,medium
41302,90,1,1,44,16327,2,8,1996,0,1,1704,1373,856,1,5,Basic,medium
10047,57,1,1,87,70247,2,10,2021,0,0,8671,4731,968,1,4,Basic,very_low
1090,30,1,1,40,2898,7,7,2003,1,1,6324,9366,193,1,4,Luxury,very_low
23088,29,0,0,55,88095,1,5,2000,0,1,778,5598,774,0,2,Basic,low
34487,36,1,0,21,59782,6,5,1998,0,0,2278,786,860,1,5,Basic,low
35691,75,0,1,94,26910,3,9,2012,1,1,6126,7819,277,0,0,Basic,low
27586,100,0,0,64,65098,4,5,2011,0,0,7988,6567,266,0,8,Basic,low
36859,87,0,0,43,80518,7,1,2013,0,0,869,9536,596,1,10,Basic,low
18966,58,1,0,25,4414,10,4,2019,1,1,2327,7431,823,0,0,Basic,very_low
38502,77,1,1,11,33167,6,10,2010,1,1,8276,6588,407,0,9,Luxury,low
85185,23,0,1,11,95024,1,1,2015,0,0,9938,6650,370,0,2,Basic,very_high
93363,43,1,0,88,73200,8,4,2020,0,1,4992,7648,871,0,10,Basic,very_high
89167,93,1,0,49,36323,3,6,2013,1,1,1458,6354,924,0,10,Basic,very_high
32138,23,1,1,91,85307,5,3,1994,0,0,5589,377,839,1,9,Basic,low
90091,92,1,0,52,63399,3,7,1994,1,0,5101,4679,488,0,0,Basic,very_high
55851,3,1,1,11,45177,1,3,1994,1,0,1044,660,646,1,9,Luxury,medium
60514,20,0,1,14,97117,9,9,1992,1,1,5690,8536,114,0,3,Basic,high
76204,60,1,1,8,37849,1,5,1990,0,1,3727,901,540,1,7,Basic,high
26814,16,1,1,69,78405,7,6,2020,1,1,8582,1132,969,1,9,Luxury,low
8353,53,0,1,88,26753,3,8,2021,1,0,3371,1804,561,1,3,Basic,very_low
15731,34,1,1,37,93825,5,2,2003,0,1,7361,4828,277,0,5,Basic,very_low
69311,80,0,1,89,35699,2,10,2016,0,0,5614,7895,954,1,8,Basic,high
9447,28,0,1,9,4557,6,8,1995,0,0,6319,5112,854,1,6,Basic,very_low
75801,70,1,1,99,60503,2,9,1992,0,0,6654,3830,151,0,8,Basic,high
8687,88,0,1,64,2052,3,6,1993,1,1,7414,6075,710,1,3,Basic,very_low
10841,93,1,0,19,9333,9,6,2019,0,1,4556,3040,743,0,8,Basic,very_low
35019,50,1,1,98,92394,1,3,2021,1,0,2487,5121,822,1,4,Luxury,low
37217,90,1,0,85,84322,9,7,2000,1,1,2628,9985,309,0,6,Basic,low
80257,3,1,0,35,78384,8,8,2000,0,0,7626,5526,355,0,0,Basic,very_high
63017,23,0,1,33,21265,10,10,1999,0,1,8223,5786,404,1,5,Basic,high
31785,14,1,1,4,841,9,2,1996,1,0,7364,210,491,0,4,Luxury,low
4351,2,0,0,10,45952,7,1,1997,1,0,9610,6846,918,0,8,Basic,very_low
7608,98,1,0,6,7118,4,7,2019,0,1,7675,4430,951,1,4,Basic,very_low
96720,14,1,1,27,35971,8,9,1994,0,0,9849,1645,778,1,8,Basic,very_high
11694,95,1,1,64,80456,8,6,2021,1,0,2573,8253,294,1,8,Luxury,very_low
52801,60,1,0,25,83713,4,6,1999,1,0,4699,9340,326,1,5,Basic,medium
95148,52,0,0,100,66463,5,10,2008,1,1,8257,779,339,0,10,Basic,very_high
53645,57,0,0,14,14088,7,2,2015,1,0,9030,2592,885,0,7,Basic,medium
41147,69,0,1,87,38738,4,1,2006,1,0,7388,3537,791,1,4,Basic,medium
16268,74,0,0,32,76506,3,7,1997,0,0,2484,9923,541,0,8,Basic,very_low
61484,91,1,0,94,87015,8,8,2013,1,0,5486,3641,766,0,3,Basic,high
97684,45,0,0,93,54887,8,6,2016,0,1,9925,9593,443,1,0,Basic,very_high
42490,73,0,1,20,25477,10,3,2012,1,1,4773,3534,706,1,8,Basic,medium
26479,71,1,1,99,61849,1,7,2009,1,0,4468,6440,210,1,2,Luxury,low
61924,89,0,1,21,57805,1,9,2003,0,1,4010,3798,525,1,4,Basic,high
20110,80,1,1,71,13153,7,1,2005,1,1,7835,6684,307,0,4,Luxury,low
16789,53,0,0,42,61555,10,5,1990,1,0,6329,4846,900,1,9,Basic,very_low
92722,79,1,0,73,83194,4,3,2019,0,1,38,1444,550,0,3,Basic,very_high
77128,69,0,0,79,93960,2,9,1998,0,1,3383,108,269,1,4,Basic,high
58529,29,0,1,80,79124,2,2,2002,1,1,5836,9112,128,1,8,Basic,medium
24261,91,1,1,44,60269,6,7,2003,0,1,7476,2074,678,0,5,Basic,low
14293,14,0,1,7,89219,10,6,2013,0,0,9029,304,761,1,9,Basic,very_low
73479,58,0,1,78,88577,9,3,2004,1,1,1567,4986,288,0,5,Basic,high
94213,16,1,1,28,53733,6,5,2004,0,0,8927,3578,549,1,3,Basic,very_high
51957,65,0,1,16,72840,3,8,2021,0,0,3141,2522,988,0,3,Basic,medium
34750,28,0,1,1,25225,9,9,1993,0,1,9149,6110,167,0,7,Basic,low
25333,24,0,1,16,5799,5,2,2013,0,0,6852,5762,622,1,1,Basic,low
50294,30,0,1,64,23861,8,2,2006,1,0,7052,6277,959,0,10,Basic,medium
57128,100,1,1,40,50043,7,9,2006,1,1,4856,2230,566,0,8,Luxury,medium
20978,10,0,0,86,90537,2,5,1996,0,0,3089,4185,698,1,1,Basic,low
56477,25,1,0,88,73449,8,3,2021,1,1,6692,5509,123,0,3,Basic,medium
50205,56,0,1,9,96108,4,3,1996,1,1,5072,906,491,0,4,Basic,medium
28613,95,0,0,13,26626,3,6,1997,1,0,1582,4340,386,1,6,Basic,low
18501,63,1,1,13,33825,10,4,2004,1,1,7911,7763,204,0,1,Luxury,very_low
75057,63,1,1,63,19220,6,5,2017,0,1,9394,6084,275,1,6,Basic,high
76219,79,0,0,26,26323,3,10,2002,0,0,873,3234,209,1,0,Basic,high
89999,49,1,0,3,18801,9,4,2010,1,0,1314,5091,186,0,5,Basic,very_high
91436,7,1,0,81,78868,5,8,1997,0,0,645,4471,879,0,7,Basic,very_high
13160,55,1,0,76,67551,6,9,1996,0,1,9049,8653,567,1,0,Basic,very_low
39090,57,1,0,74,2922,4,9,2010,0,0,3572,8722,811,1,6,Basic,low
17513,98,0,0,36,58565,3,6,2020,1,1,9743,1700,705,1,10,Basic,very_low
24547,69,1,1,50,43892,9,2,2006,1,1,640,6772,727,1,7,Luxury,low
23118,75,1,1,81,81723,10,2,2012,1,0,8213,2582,479,0,0,Luxury,low
84630,33,0,0,18,19661,9,5,1997,0,0,5163,8557,428,1,4,Basic,very_high
92128,90,1,0,100,82984,7,9,2019,0,0,7853,1524,177,1,9,Basic,very_high
32824,70,0,0,50,23029,3,8,2008,0,1,8068,9387,292,1,3,Basic,low
2930,61,1,0,52,29549,9,4,2002,1,1,1757,6440,549,1,0,Basic,very_low
89178,74,0,0,89,21568,9,8,1997,1,1,4196,5919,530,0,6,Basic,very_high
2033,53,1,0,57,88065,8,5,2002,0,0,7044,9640,992,0,1,Basic,very_low
28247,72,0,1,97,19387,6,8,2006,0,0,518,9261,995,1,5,Basic,low
47831,78,0,0,99,58414,5,8,2012,0,1,7449,2899,457,0,5,Basic,medium
4410,37,1,0,37,84761,5,5,2004,0,0,9410,5772,326,1,7,Basic,very_low
15815,13,1,1,2,2179,7,1,2019,1,0,637,7880,552,0,4,Luxury,very_low
38674,79,1,1,97,49531,4,3,2015,1,0,2129,6397,990,1,5,Luxury,low
67510,32,1,1,61,22236,1,7,2014,0,1,6018,7718,643,0,9,Basic,high
96791,17,0,0,63,33275,1,7,2009,0,1,1240,3504,383,1,8,Basic,very_high
57897,28,1,0,3,68626,6,9,2012,1,1,9796,907,375,0,7,Basic,medium
87587,13,1,0,55,23582,10,8,2012,0,0,3425,3995,139,1,5,Basic,very_high
56614,98,0,0,13,32272,5,1,1997,1,1,7692,6556,880,0,4,Basic,medium
89280,63,0,0,11,90567,8,8,2020,1,1,7274,7335,465,1,9,Basic,very_high
92204,27,1,0,33,1541,8,4,2008,0,1,2390,2590,516,0,10,Basic,very_high
87245,35,1,0,37,88555,1,8,1997,0,1,2924,9744,942,0,2,Basic,very_high
91596,30,1,1,45,81897,8,10,2013,1,1,9428,806,468,1,3,Luxury,very_high
18972,70,1,0,3,42286,3,3,2010,0,1,8253,1477,618,0,4,Basic,very_low
93896,35,1,1,80,66057,5,3,2004,0,1,6885,7016,301,0,9,Basic,very_high
12198,30,0,1,49,93273,10,8,1992,1,1,2306,3252,256,1,3,Basic,very_low
38279,30,0,0,22,42662,1,5,2008,1,1,1182,4219,962,1,6,Basic,low
71517,54,0,1,89,6242,3,9,2009,0,0,2530,2837,325,1,8,Basic,high
65946,98,0,1,63,35928,1,8,2015,0,1,5802,1095,740,1,1,Basic,high
41440,40,0,1,22,17363,9,8,1998,1,0,2056,9647,870,1,3,Basic,medium
87182,38,1,1,11,16174,4,3,2007,1,0,5422,447,204,0,1,Luxury,very_high
54717,52,1,1,3,67749,3,6,2019,0,1,8650,6539,424,1,7,Basic,medium
7131,88,1,1,20,22245,9,10,2005,1,0,231,7750,120,1,4,Luxury,very_low
88887,9,1,1,28,43521,4,7,1995,1,0,9176,7863,956,1,7,Luxury,very_high
82653,31,0,1,37,23671,8,6,1992,0,0,6390,2348,480,1,3,Basic,very_high
41418,66,0,0,55,21052,2,9,2004,0,1,4988,6075,373,0,10,Basic,medium
88857,100,0,0,45,91668,1,6,2021,1,0,6224,8708,419,0,8,Basic,very_high
30888,52,0,1,84,70385,2,2,1996,1,0,5823,2623,761,0,9,Basic,low
26506,95,0,1,69,86093,4,3,2015,1,0,9373,6376,509,0,1,Basic,low
55434,55,1,0,97,98846,7,9,2015,1,0,9485,3863,774,0,9,Basic,medium
91824,65,1,1,75,81502,1,4,1991,1,0,4280,6849,883,0,2,Luxury,very_high
71532,54,1,0,56,58253,4,9,2000,0,1,7907,7103,747,0,6,Basic,high
23987,81,0,0,23,27960,1,2,2014,1,1,8434,1549,809,0,3,Basic,low
15526,11,0,0,32,4796,6,4,2013,0,0,5840,8571,203,0,1,Basic,very_low
38856,67,0,1,71,14425,5,4,2008,1,0,7440,187,394,1,5,Basic,low
58725,76,0,1,5,85148,3,10,2018,0,0,8990,6610,831,1,9,Basic,medium
6313,18,1,1,74,27295,9,6,2004,1,0,4979,3989,647,0,7,Luxury,very_low
47519,8,1,1,95,3013,8,10,2006,1,0,87,5881,814,1,9,Luxury,medium
38398,84,0,0,22,44513,6,8,1994,1,0,1618,9458,404,0,8,Basic,low
36702,66,1,1,45,32804,5,3,2020,0,0,8850,1996,476,0,1,Basic,low
3503,65,0,0,58,21756,8,7,2003,1,0,1675,2655,363,0,3,Basic,very_low
95566,7,1,1,21,90932,7,5,2002,1,1,2871,6556,474,0,2,Luxury,very_high
94317,74,0,0,75,18454,3,10,2018,1,1,8296,4088,176,0,5,Basic,very_high
31644,35,0,1,42,96222,2,4,2013,1,1,3968,6793,842,1,5,Basic,low
68052,4,0,0,5,66529,8,3,1992,0,0,189,6541,269,0,8,Basic,high
71610,90,1,0,100,580,1,2,1990,1,0,4871,4712,745,1,0,Basic,high
37006,8,1,0,54,80535,5,7,1990,0,1,6837,9515,455,0,3,Basic,low
24547,69,1,1,50,43892,9,2,2006,1,1,640,6772,727,1,7,Luxury,low
69665,14,0,1,78,77576,6,10,1995,0,1,7745,8761,707,1,6,Basic,high
40286,85,0,1,51,21492,8,2,1993,1,0,5570,6932,500,1,9,Basic,medium
6639,100,1,1,29,97972,7,2,2004,0,0,2538,5362,252,0,5,Basic,very_low
8808,9,1,1,15,13333,2,9,2014,0,0,7170,1020,397,1,7,Basic,very_low
84091,50,0,1,72,22718,7,5,1993,0,0,2668,4669,766,0,8,Basic,very_high
50938,33,1,1,49,82322,1,5,1994,1,0,5170,1660,731,1,6,Luxury,medium
141,16,0,1,58,42248,5,4,1997,1,0,3411,8985,213,0,4,Basic,very_low
33099,3,1,1,86,37460,9,5,2020,1,1,7525,3507,795,1,2,Luxury,low
5279,37,1,1,72,31339,7,6,2001,1,0,9278,7212,591,1,9,Luxury,very_low
77198,68,0,1,76,53958,2,3,2020,0,0,5289,6596,844,1,3,Basic,high
78671,86,0,0,17,426,3,6,2013,0,0,5203,1318,841,0,5,Basic,high
48289,68,1,0,19,51010,3,7,2015,1,0,8842,4008,734,1,0,Basic,medium
36683,24,0,0,87,92551,5,5,1996,0,1,772,2659,439,1,4,Basic,low
87627,56,1,0,95,33850,9,9,2015,1,0,2522,988,735,0,9,Basic,very_high
12161,11,1,0,16,51408,2,8,2005,1,1,9463,6096,996,1,0,Basic,very_low
4410,37,1,0,37,84761,5,5,2004,0,0,9410,5772,326,1,7,Basic,very_low
92725,81,1,1,33,68299,6,6,2003,0,0,4903,8180,363,0,1,Basic,very_high
69482,42,1,0,94,36004,6,1,2012,1,0,7285,1089,751,0,1,Basic,high
26519,100,0,1,59,31377,10,7,1996,1,0,8414,8927,596,0,4,Basic,low
35060,21,0,1,82,456,1,4,2013,0,1,5150,2188,323,0,8,Basic,low
99670,35,1,0,55,11357,2,6,2009,1,1,9428,9800,140,1,0,Basic,very_high
24086,30,0,1,3,94622,2,10,2014,0,1,8094,7542,907,1,10,Basic,low
8607,17,0,0,14,40275,3,4,1992,0,1,1627,465,504,0,1,Basic,very_low
62532,26,1,0,52,35831,3,2,1998,1,0,6319,1358,960,1,10,Basic,high
82865,32,0,1,97,21881,10,6,2001,0,0,7868,9394,637,1,7,Basic,very_high
80976,87,1,0,55,91185,6,7,2010,0,0,4642,9317,788,1,10,Basic,very_high
33795,62,1,1,78,87383,7,2,2004,0,0,978,2576,895,0,6,Basic,low
55023,18,1,1,5,13,3,9,2010,1,0,9692,5951,610,0,0,Luxury,medium
7587,94,0,1,22,12872,9,10,2005,1,0,1493,2457,183,1,0,Basic,very_low
65201,87,0,1,21,89581,2,10,2007,0,0,7406,2272,108,1,9,Basic,high
80780,98,1,1,55,64928,7,8,2016,1,1,8744,8504,213,0,9,Luxury,very_high
63755,9,0,1,77,39080,7,6,1999,0,1,7286,5525,389,0,8,Basic,high
2308,57,0,0,62,99714,7,9,2008,1,1,6003,8724,267,0,0,Basic,very_low
60216,14,1,1,97,84535,9,4,2012,0,0,2305,3001,663,1,10,Basic,high
53448,20,1,1,65,55885,8,4,1993,1,1,4103,5759,753,0,3,Luxury,medium
31854,54,1,0,54,3832,7,9,2020,0,0,8979,8424,470,1,3,Basic,low
20468,100,1,0,34,63924,6,4,2003,0,1,9659,6233,802,0,0,Basic,low
72959,75,0,0,59,80759,1,10,2018,1,1,9490,8059,319,1,8,Basic,high
72586,63,0,0,39,43842,5,9,2017,0,0,2929,8280,971,1,7,Basic,high
57939,26,1,1,73,88128,8,3,2011,0,1,5502,3861,965,0,0,Basic,medium
87353,5,1,1,47,25992,8,3,1991,1,1,5013,5168,108,0,8,Luxury,very_high
60135,62,1,1,86,83668,9,1,2001,1,0,7680,3658,255,0,5,Luxury,high
13912,15,1,1,65,16401,9,4,1995,1,0,6588,9320,245,0,8,Luxury,very_low
80582,24,1,0,74,65750,1,3,2011,1,0,2241,2390,146,1,8,Basic,very_high
15299,91,1,0,95,60138,5,2,2020,0,1,4927,6271,997,0,0,Basic,very_low
48809,16,0,0,54,82669,1,4,2012,1,0,3253,4852,916,1,9,Basic,medium
1607,63,1,1,52,32832,10,8,2020,1,0,2844,5531,878,0,7,Luxury,very_low
50793,51,0,1,21,57949,4,9,2015,0,0,4263,8736,860,1,10,Basic,medium
71567,70,0,1,94,64245,10,8,1992,0,0,5968,1718,985,0,4,Basic,high
86257,56,1,1,49,36365,6,1,2020,1,0,4749,5422,389,0,2,Luxury,very_high
12624,45,0,0,68,60917,4,4,2001,0,1,270,5844,506,0,10,Basic,very_low
87291,78,1,1,42,5950,3,3,2017,0,1,6214,3127,596,1,2,Basic,very_high
48520,25,0,1,95,27932,9,10,2001,0,1,2351,7039,105,0,4,Basic,medium
66569,59,1,1,56,15574,7,9,2016,1,1,2020,7188,269,1,10,Luxury,high
98924,52,0,1,93,11880,1,4,1991,1,0,3572,559,866,0,9,Basic,very_high
79356,46,0,1,24,58322,5,3,2001,0,1,1994,904,601,1,1,Basic,high
23043,69,0,0,55,20666,6,10,2007,0,1,9610,4996,971,0,10,Basic,low
24547,69,1,1,50,43892,9,2,2006,1,1,640,6772,727,1,7,Luxury,low
79092,12,1,1,78,42106,3,7,1999,1,0,4549,7974,902,0,3,Luxury,high
99428,94,0,0,68,66013,3,6,2018,0,0,5468,3046,572,1,3,Basic,very_high
25821,37,0,1,58,93340,2,8,2015,1,1,6389,4753,800,0,2,Basic,low
32071,15,1,0,53,78354,2,5,1998,0,1,6938,2468,776,1,1,Basic,low
1054,53,1,0,9,46200,2,7,2008,0,1,9222,8858,516,1,2,Basic,very_low
84577,63,0,1,64,43522,6,7,1991,1,0,9411,4095,400,0,0,Basic,very_high
68500,96,0,1,70,77851,6,5,1999,0,1,8080,2690,878,0,7,Basic,high
18307,76,0,0,11,73830,6,8,2009,1,1,3188,1182,707,1,3,Basic,very_low
95444,10,0,1,10,95204,1,5,1992,0,1,711,4650,513,1,4,Basic,very_high
22521,61,1,1,63,17514,8,7,2016,0,1,8808,6952,999,0,1,Basic,low
93224,34,0,1,85,44052,7,1,2019,1,0,1871,7425,765,0,1,Basic,very_high
63720,18,0,1,59,12560,9,1,1990,0,1,279,5973,542,1,2,Basic,high
36559,78,0,0,47,38377,5,9,2007,0,0,3961,4825,325,0,3,Basic,low
43665,51,0,1,43,14349,2,10,2004,1,0,9936,3646,293,1,5,Basic,medium
26669,69,0,1,82,49351,5,5,2009,0,0,2089,2358,254,0,9,Basic,low
92675,5,1,1,9,50856,4,2,2017,0,0,9383,2773,664,1,8,Basic,very_high
40513,40,0,1,80,68719,5,4,1992,0,0,5024,7361,418,0,7,Basic,medium
79422,52,1,1,4,29335,9,3,1995,0,0,2686,4901,305,0,0,Basic,high
31873,56,1,1,44,39553,8,6,1997,1,0,9443,1920,393,0,8,Luxury,low
13914,4,1,0,70,9412,5,1,2020,1,1,1434,5700,298,0,10,Basic,very_low
54020,4,1,0,64,58230,1,3,2013,0,0,8767,4062,882,1,4,Basic,medium
70589,78,1,1,7,15297,4,5,2009,1,1,4554,1871,739,1,4,Luxury,high
36442,45,1,0,78,92517,6,4,2019,0,1,1040,7933,293,1,1,Basic,low
62979,58,1,0,85,85267,7,7,1996,1,0,4145,9449,905,1,1,Basic,high
76903,36,1,1,29,9927,7,10,1996,0,1,4698,2855,941,0,1,Basic,high
27538,94,1,0,82,24662,8,4,2019,1,0,3849,9384,496,1,4,Basic,low
84920,20,1,1,67,9914,4,7,2008,1,1,9599,8143,164,1,3,Luxury,very_high
4033,97,1,1,55,29173,5,1,1997,0,0,9450,7345,879,0,9,Basic,very_low
34686,70,1,1,45,36301,5,5,2018,0,1,4689,4368,767,0,1,Basic,low
65662,78,0,1,34,5863,5,10,1993,0,1,8300,6137,911,1,2,Basic,high
69893,70,0,0,65,20478,10,3,2017,1,1,4797,1882,281,1,9,Basic,high
47957,13,1,1,47,65001,9,1,2017,0,0,6806,6563,259,0,5,Basic,medium
